0,A0,0	
1,A1,5	
2,A2,10	
3,A3,15	
4,A4,20	
5,A5,25	
6,A6,30	
7,A7,35	
8,A8,40	
9,A9,45	
10,A10,50	
11,A11,55	
12,A12,60	
13,A13,65	
14,A14,70	
15,A15,75	
16,A16,80	
17,A17,85	
18,A18,90	
19,A19,95	
20,A20,100	
21,A21,105	
22,A22,110	
23,A23,115	
24,A24,120	
25,A25,125	
26,A26,130	
27,A27,135	
28,A28,140	
29,A29,145	
30,A30,150	
31,A31,155	
32,A32,160	
33,A33,165	
34,A34,170	
35,A35,175	
36,A36,180	
37,A37,185	
38,A38,190	
39,A39,195	
40,A40,200	
41,A41,205	
42,A42,210	
43,A43,215	
44,A44,220	
45,A45,225	
46,A46,230	
47,A47,235	
48,A48,240	
49,A49,245	
50,A50,250	
51,A51,255	
52,A52,260	
53,A53,265	
54,A54,270	
55,A55,275	
56,A56,280	
57,A57,285	
58,A58,290	
59,A59,295	
60,A60,300	
61,A61,305	
62,A62,310	
63,A63,315	
64,A64,320	
65,A65,325	
66,A66,330	
67,A67,335	
68,A68,340	
69,A69,345	
70,A70,350	
71,A71,355	
72,A72,360	
73,A73,365	
74,A74,370	
75,A75,375	
76,A76,380	
77,A77,385	
78,A78,390	
79,A79,395	
80,A80,400	
81,A81,405	
82,A82,410	
83,A83,415	
84,A84,420	
85,A85,425	
86,A86,430	
87,A87,435	
88,A88,440	
89,A89,445	
90,A90,450	
91,A91,455	
92,A92,460	
93,A93,465	
94,A94,470	
95,A95,475	
96,A96,480	
97,A97,485	
98,A98,490	
99,A99,495	
0,A0,0	
1,A1,5	
2,A2,10	
3,A3,15	
4,A4,20	
5,A5,25	
6,A6,30	
7,A7,35	
8,A8,40	
9,A9,45	
10,A10,50	
11,A11,55	
12,A12,60	
13,A13,65	
14,A14,70	
15,A15,75	
16,A16,80	
17,A17,85	
18,A18,90	
19,A19,95	
20,A20,100	
21,A21,105	
22,A22,110	
23,A23,115	
24,A24,120	
25,A25,125	
26,A26,130	
27,A27,135	
28,A28,140	
29,A29,145	
30,A30,150	
31,A31,155	
32,A32,160	
33,A33,165	
34,A34,170	
35,A35,175	
36,A36,180	
37,A37,185	
38,A38,190	
39,A39,195	
40,A40,200	
41,A41,205	
42,A42,210	
43,A43,215	
44,A44,220	
45,A45,225	
46,A46,230	
47,A47,235	
48,A48,240	
49,A49,245	
50,A50,250	
51,A51,255	
52,A52,260	
53,A53,265	
54,A54,270	
55,A55,275	
56,A56,280	
57,A57,285	
58,A58,290	
59,A59,295	
60,A60,300	
61,A61,305	
62,A62,310	
63,A63,315	
64,A64,320	
65,A65,325	
66,A66,330	
67,A67,335	
68,A68,340	
69,A69,345	
70,A70,350	
71,A71,355	
72,A72,360	
73,A73,365	
74,A74,370	
75,A75,375	
76,A76,380	
77,A77,385	
78,A78,390	
79,A79,395	
80,A80,400	
81,A81,405	
82,A82,410	
83,A83,415	
84,A84,420	
85,A85,425	
86,A86,430	
87,A87,435	
88,A88,440	
89,A89,445	
90,A90,450	
91,A91,455	
92,A92,460	
93,A93,465	
94,A94,470	
95,A95,475	
96,A96,480	
97,A97,485	
98,A98,490	
99,A99,495	
100,A100,500	
101,A101,505	
102,A102,510	
103,A103,515	
104,A104,520	
105,A105,525	
106,A106,530	
107,A107,535	
108,A108,540	
109,A109,545	
110,A110,550	
111,A111,555	
112,A112,560	
113,A113,565	
114,A114,570	
115,A115,575	
116,A116,580	
117,A117,585	
118,A118,590	
119,A119,595	
120,A120,600	
121,A121,605	
122,A122,610	
123,A123,615	
124,A124,620	
125,A125,625	
126,A126,630	
127,A127,635	
128,A128,640	
129,A129,645	
130,A130,650	
131,A131,655	
132,A132,660	
133,A133,665	
134,A134,670	
135,A135,675	
136,A136,680	
137,A137,685	
138,A138,690	
139,A139,695	
140,A140,700	
141,A141,705	
142,A142,710	
143,A143,715	
144,A144,720	
145,A145,725	
146,A146,730	
147,A147,735	
148,A148,740	
149,A149,745	
150,A150,750	
151,A151,755	
152,A152,760	
153,A153,765	
154,A154,770	
155,A155,775	
156,A156,780	
157,A157,785	
158,A158,790	
159,A159,795	
160,A160,800	
161,A161,805	
162,A162,810	
163,A163,815	
164,A164,820	
165,A165,825	
166,A166,830	
167,A167,835	
168,A168,840	
169,A169,845	
170,A170,850	
171,A171,855	
172,A172,860	
173,A173,865	
174,A174,870	
175,A175,875	
176,A176,880	
177,A177,885	
178,A178,890	
179,A179,895	
180,A180,900	
181,A181,905	
182,A182,910	
183,A183,915	
184,A184,920	
185,A185,925	
186,A186,930	
187,A187,935	
188,A188,940	
189,A189,945	
190,A190,950	
191,A191,955	
192,A192,960	
193,A193,965	
194,A194,970	
195,A195,975	
196,A196,980	
197,A197,985	
198,A198,990	
199,A199,995	
200,A200,1000	
201,A201,1005	
202,A202,1010	
203,A203,1015	
204,A204,1020	
205,A205,1025	
206,A206,1030	
207,A207,1035	
208,A208,1040	
209,A209,1045	
210,A210,1050	
211,A211,1055	
212,A212,1060	
213,A213,1065	
214,A214,1070	
215,A215,1075	
216,A216,1080	
217,A217,1085	
218,A218,1090	
219,A219,1095	
220,A220,1100	
221,A221,1105	
222,A222,1110	
223,A223,1115	
224,A224,1120	
225,A225,1125	
226,A226,1130	
227,A227,1135	
228,A228,1140	
229,A229,1145	
230,A230,1150	
231,A231,1155	
232,A232,1160	
233,A233,1165	
234,A234,1170	
235,A235,1175	
236,A236,1180	
237,A237,1185	
238,A238,1190	
239,A239,1195	
240,A240,1200	
241,A241,1205	
242,A242,1210	
243,A243,1215	
244,A244,1220	
245,A245,1225	
246,A246,1230	
247,A247,1235	
248,A248,1240	
249,A249,1245	
250,A250,1250	
251,A251,1255	
252,A252,1260	
253,A253,1265	
254,A254,1270	
255,A255,1275	
256,A256,1280	
257,A257,1285	
258,A258,1290	
259,A259,1295	
260,A260,1300	
261,A261,1305	
262,A262,1310	
263,A263,1315	
264,A264,1320	
265,A265,1325	
266,A266,1330	
267,A267,1335	
268,A268,1340	
269,A269,1345	
270,A270,1350	
271,A271,1355	
272,A272,1360	
273,A273,1365	
274,A274,1370	
275,A275,1375	
276,A276,1380	
277,A277,1385	
278,A278,1390	
279,A279,1395	
280,A280,1400	
281,A281,1405	
282,A282,1410	
283,A283,1415	
284,A284,1420	
285,A285,1425	
286,A286,1430	
287,A287,1435	
288,A288,1440	
289,A289,1445	
290,A290,1450	
291,A291,1455	
292,A292,1460	
293,A293,1465	
294,A294,1470	
295,A295,1475	
296,A296,1480	
297,A297,1485	
298,A298,1490	
299,A299,1495	
300,A300,1500	
301,A301,1505	
302,A302,1510	
303,A303,1515	
304,A304,1520	
305,A305,1525	
306,A306,1530	
307,A307,1535	
308,A308,1540	
309,A309,1545	
310,A310,1550	
311,A311,1555	
312,A312,1560	
313,A313,1565	
314,A314,1570	
315,A315,1575	
316,A316,1580	
317,A317,1585	
318,A318,1590	
319,A319,1595	
320,A320,1600	
321,A321,1605	
322,A322,1610	
323,A323,1615	
324,A324,1620	
325,A325,1625	
